ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max
300169.SZ,20230131,20221231,续亏,-1.1635,20.7756,-16600.0,-13000.0
300117.SZ,20230131,20221231,续亏,94.0645,95.5484,-8000.0,-6000.0
300594.SZ,20230131,20221231,首亏,-1277.3656,-915.0993,-6500.0,-4500.0
300068.SZ,20230131,20221231,扭亏,120.4347,124.0837,28000.0,33000.0
300762.SZ,20230131,20221231,预减,-71.49,-62.98,6700.0,8700.0
300675.SZ,20230131,20221231,预增,41.55,68.51,6300.0,7500.0
300368.SZ,20230131,20221231,首亏,-1257.9167,-987.7361,-30000.0,-23000.0
300342.SZ,20230131,20221231,预减,-94.21,-92.6,577.0,737.0
300385.SZ,20230131,20221231,首亏,-182.0711,-165.6569,-10000.0,-8000.0
300027.SZ,20230131,20221231,续亏,-429.5573,-255.3395,-130400.0,-87500.0
301032.SZ,20230131,20221231,预减,-78.65,-72.37,1700.0,2200.0
300197.SZ,20230131,20221231,续亏,-142.96,-120.36,-86000.0,-78000.0
300756.SZ,20230131,20221231,首亏,-217.5226,-191.6676,-2500.0,-1950.0
300652.SZ,20230131,20221231,略增,8.0,22.0,10361.0,11703.0
300464.SZ,20230131,20221231,续亏,84.5107,88.0548,-23600.0,-18200.0
300056.SZ,20230131,20221231,续亏,82.5139,88.3426,-7500.0,-5000.0
300152.SZ,20230131,20221231,续亏,58.7278,68.1079,-11000.0,-8500.0
300167.SZ,20230131,20221231,续亏,-45.671,-16.5368,-25000.0,-20000.0
300742.SZ,20230131,20221231,续亏,53.0556,63.8896,-10785.0,-8296.0
830809.BJ,20230131,20221231,预增,237.88,268.2,78000.0,85000.0
001289.SZ,20230201,20221231,略减,-40.0,-30.0,445428.0,519665.0
600246.SH,20230201,20221231,首亏,-325.0786,-251.4952,-41600.0,-28000.0
600872.SH,20230201,20221231,首亏,-182.75,-142.32,-61400.0,-31400.0
600876.SH,20230201,20221231,预增,50.0,60.0,38300.0,41000.0
600727.SH,20230201,20221231,首亏,-120.239,-116.8726,-9980.0,-8320.0
834765.BJ,20230201,20221231,预增,147.69,167.51,2500.0,2700.0
600892.SH,20230201,20221231,扭亏,117.6736,126.5104,2000.0,3000.0
300295.SZ,20230201,20231231,预减,-81.5,-72.25,500.0,750.0
600532.SH,20230201,20221231,续亏,96.2652,96.2652,-600.0,-600.0
300295.SZ,20230201,20221231,预减,-81.5,-72.25,500.0,750.0
600429.SH,20230201,20221231,预减,-90.0,-86.0,2900.0,4100.0
600240.SH,20230201,20221231,续亏,,,,
600870.SH,20230201,20221231,续亏,-385.4769,-227.1692,-2300.0,-1550.0
831087.BJ,20230202,20221231,预增,44.73,57.21,5800.0,6300.0
836077.BJ,20230202,20221231,预增,93.77,106.48,61000.0,65000.0
688582.SH,20230202,20221231,预增,39.22,51.32,11500.0,12500.0
836077.BJ,20230203,20221231,预增,93.77,106.48,61000.0,65000.0
831087.BJ,20230203,20221231,预增,44.73,57.21,5800.0,6300.0
600306.SH,20230203,20221231,续亏,-115.7812,-115.7812,-22800.0,-22800.0
300259.SZ,20230204,20221231,略减,-45.0,-30.0,22737.0,28938.0
601689.SH,20230204,20221231,预增,62.2,72.03,165000.0,175000.0
300124.SZ,20230206,20221231,略增,10.0,30.0,393075.0,464543.0
001225.SZ,20230206,20230331,续盈,-2.71,11.19,3500.0,4000.0
603073.SH,20230206,20230331,续盈,-10.65,3.45,1900.0,2200.0
001311.SZ,20230206,20230331,略增,10.32,21.93,11300.0,12400.0
831641.BJ,20230207,20221231,预增,64.66,92.1,6000.0,7000.0
300496.SZ,20230207,20221231,略增,15.1,25.14,74500.0,81000.0
832735.BJ,20230208,20221231,预增,41.22,60.48,11000.0,12500.0
839725.BJ,20230208,20221231,略增,28.54,39.26,7200.0,7800.0
603368.SH,20230209,20221231,略增,22.79,22.79,69232.0,69232.0
831856.BJ,20230209,20221231,预增,46.52,63.76,3400.0,3800.0
603065.SH,20230209,20230331,略减,-28.09,-15.47,5700.0,6700.0
300660.SZ,20230209,20221231,略增,5.0,20.0,25637.0,29299.0
688709.SH,20230209,20221231,预增,58.09,69.8,27000.0,29000.0
688522.SH,20230210,20230331,预增,10.0,56.0,794.0,1125.0
301408.SZ,20230210,20230331,预增,84.57,120.19,2850.0,3400.0
001278.SZ,20230210,20230331,略减,-33.33,-19.04,1400.0,1700.0
688536.SH,20230210,20221231,略减,-43.63,-34.62,25000.0,29000.0
688030.SH,20230211,20221231,首亏,-404.53,-311.85,-23000.0,-16000.0
002021.SZ,20230211,20221231,续亏,18.81,22.68,-42000.0,-40000.0
430510.BJ,20230211,20221231,预增,43.07,53.29,7000.0,7500.0
833943.BJ,20230211,20221231,略增,33.62,48.2,5500.0,6100.0
001366.SZ,20230214,20230331,预增,1058.13,1717.57,1405.0,2205.0
001337.SZ,20230214,20230331,预增,28.2,62.07,5300.0,6700.0
300410.SZ,20230215,20221231,首亏,-178.9028,-156.5573,-10240.0,-7340.0
000932.SZ,20230215,20221231,略减,-36.0,-32.0,620000.0,660000.0
301322.SZ,20230215,20230331,略增,9.7,20.67,5000.0,5500.0
600777.SH,20230215,20221231,预增,757.16,757.16,312991.0,312991.0
832662.BJ,20230216,20221231,预增,36.96,58.87,5000.0,5800.0
688502.SH,20230216,20230331,续盈,-3.87,47.89,1300.0,2000.0
603291.SH,20230216,20230331,预增,46.82,64.0,1425.0,1592.0
603061.SH,20230216,20230331,略增,4.9,10.14,3700.0,3900.0
000534.SZ,20230217,20230331,预增,71.48,89.86,5600.0,6200.0
301157.SZ,20230217,20230331,续盈,-6.48,15.1,390.0,480.0
601121.SH,20230217,20230331,续盈,-10.66,1.27,3370.0,3820.0
600925.SH,20230217,20230331,续盈,-7.36,9.7,69125.0,81852.0
603162.SH,20230217,20230331,续盈,-43.31,0.78,7330.0,13030.0
300297.SZ,20230217,20221231,续亏,22.6439,29.0902,-120000.0,-110000.0
836263.BJ,20230218,20221231,预增,100.69,132.01,3349.0,3872.0
688433.SH,20230218,20230331,续盈,-25.99,9.01,1375.0,2025.0
688539.SH,20230218,20230331,略增,13.11,26.69,1250.0,1400.0
688146.SH,20230218,20230331,略增,15.75,40.26,9789.0,11863.0
001368.SZ,20230220,20230331,续盈,-9.1,6.05,3060.0,3570.0
603125.SH,20230220,20230331,续盈,-4.19,5.89,4418.0,4883.0
601061.SH,20230220,20230331,续盈,-28.72,0.17,37000.0,52000.0
601133.SH,20230220,20230331,续盈,-7.0,17.0,4000.0,5000.0
601065.SH,20230220,20230331,续盈,-2.09,3.96,8100.0,8600.0
603137.SH,20230220,20230331,续盈,-11.63,9.02,5350.0,6600.0
603172.SH,20230220,20230331,略增,1.85,9.28,1555.0,1668.0
688361.SH,20230220,20221231,不确定,-141.18,-40.1,-2200.0,3200.0
603153.SH,20230221,20230331,扭亏,198.42,252.1,1100.0,1700.0
603282.SH,20230222,20230331,预增,61.67,97.6,3443.0,4208.0
830839.BJ,20230222,20221231,预增,20.02,50.49,5120.0,6420.0
834415.BJ,20230223,20221231,预减,-66.92,-60.31,750.0,900.0
300742.SZ,20230223,20221231,续亏,22.5562,36.1288,-17792.0,-14674.0
688512.SH,20230223,20230331,续亏,-29.28,-21.2,-10144.0,-9510.0
688472.SH,20230223,20230331,预增,528.0,843.0,45000.0,67600.0
839371.BJ,20230224,20221231,预增,55.64,60.09,3500.0,3600.0
301345.SZ,20230227,20230331,略增,13.46,32.66,3250.0,3800.0
301246.SZ,20230227,20230331,略减,-27.6,-13.46,12800.0,15300.0
688552.SH,20230227,20230331,续亏,55.1,88.77,-1200.0,-300.0
600458.SH,20230228,20221231,预增,87.0,101.0,34000.0,36500.0
301439.SZ,20230228,20230331,预增,29.03,61.29,4000.0,5000.0
835857.BJ,20230228,20230331,续盈,-15.92,8.11,700.0,900.0
300497.SZ,20230228,20221231,首亏,-396.9486,-335.511,-14500.0,-11500.0
601558.SH,20230228,20221231,续盈,-4.2292,27.6944,1800.0,2400.0
688458.SH,20230228,20230331,续亏,3.26,46.38,-830.0,-460.0
920057.BJ,20230228,20230331,续盈,-15.92,8.11,700.0,900.0
301378.SZ,20230301,20230331,续盈,-19.68,5.04,650.0,850.0
600353.SH,20230301,20221231,预增,72.0,72.0,10000.0,10000.0
300599.SZ,20230301,20221231,首亏,-101.8009,-100.9005,-200.0,-100.0
603135.SH,20230301,20230331,续盈,-8.05,4.64,3800.0,4400.0
002076.SZ,20230302,20221231,扭亏,110.3953,115.0155,1800.0,2600.0
430556.BJ,20230302,20230331,预增,86.58,128.04,782.0,956.0
000616.SZ,20230302,20221231,首亏,-1264.69,-876.46,-52567.0,-35045.0
603373.SH,20230302,20230331,略增,4.43,21.83,2400.0,2800.0
920556.BJ,20230302,20230331,预增,86.58,128.04,782.0,956.0
002885.SZ,20230303,20230331,预增,386.02,483.22,5000.0,6000.0
688549.SH,20230303,20230331,不确定,-495.47,178.53,-532.0,70.0
600860.SH,20230304,20221231,扭亏,178.171,183.7546,1820.0,1950.0
002204.SZ,20230309,20230331,预增,28.81,64.59,9000.0,11500.0
301386.SZ,20230309,20230331,略增,0.75,15.14,1400.0,1600.0
834261.BJ,20230310,20230331,略减,-24.69,-24.69,5139.0,5139.0
688479.SH,20230310,20221231,略减,-12.51,-8.42,10700.0,11200.0
688334.SH,20230310,20230331,预增,154.01,214.97,2500.0,3100.0
920261.BJ,20230310,20230331,略减,-24.69,-24.69,5139.0,5139.0
839792.BJ,20230311,20230331,略减,-5.64,-5.64,2000.0,2000.0
920792.BJ,20230311,20230331,略减,-5.64,-5.64,2000.0,2000.0
688599.SH,20230313,20230331,预增,139.31,231.35,130000.0,180000.0
601319.SH,20230313,20221231,略增,10.0,15.0,2380200.0,2488400.0
603369.SH,20230313,20221231,略增,22.0,22.0,248000.0,248000.0
600678.SH,20230314,20221231,预减,-83.0,-79.0,1180.0,1450.0
688531.SH,20230314,20230331,预增,75.0,163.0,1000.0,1500.0
601069.SH,20230314,20221231,预减,-56.47,-48.3,16000.0,19000.0
300181.SZ,20230315,20230331,预增,41.1,51.28,9700.0,10400.0
301314.SZ,20230315,20230331,略减,-23.04,-14.8,2800.0,3100.0
301141.SZ,20230315,20230331,略增,,,1300.0,1800.0
301203.SZ,20230316,20230331,略增,10.0,20.0,2702.0,2948.0
688343.SH,20230316,20230331,续亏,3.38,10.63,-14086.0,-13030.0
688535.SH,20230316,20230331,续盈,-19.48,0.4,405.0,505.0
000592.SZ,20230317,20221231,续亏,38.0296,48.358,-24000.0,-20000.0
688484.SH,20230317,20230331,预减,-76.57,-64.86,3000.0,4500.0
002172.SZ,20230317,20221231,续亏,97.9787,98.6524,-2100.0,-1400.0
301281.SZ,20230317,20230331,续盈,-1.63,16.58,2700.0,3200.0
002253.SZ,20230318,20221231,首亏,-338.01,-298.34,-6000.0,-5000.0
300286.SZ,20230318,20230331,略增,20.0,45.0,3783.0,4571.0
002593.SZ,20230318,20221231,预减,-76.05,-70.73,2535.0,3098.0
001328.SZ,20230320,20230331,略增,9.04,17.83,3100.0,3350.0
001367.SZ,20230320,20230331,略增,0.53,8.74,2450.0,2650.0
001287.SZ,20230320,20230331,略减,-44.75,-39.19,6820.0,7507.0
300327.SZ,20230320,20221231,略减,-17.4,-12.0,30600.0,32600.0
001286.SZ,20230321,20230331,续盈,-10.0,9.85,68000.0,83000.0
002612.SZ,20230321,20221231,预减,-92.0,-88.26,1500.0,2200.0
001360.SZ,20230321,20230331,续盈,-19.97,9.13,1100.0,1500.0
000621.SZ,20230322,20221231,略增,0.26,16.24,3450.0,4000.0
600256.SH,20230322,20230331,略增,35.54,40.06,300000.0,310000.0
002728.SZ,20230322,20230331,预增,108.03,140.88,9500.0,11000.0
688478.SH,20230322,20230331,预增,122.16,210.78,100.0,500.0
688478.SH,20230322,20230331,扭亏,122.16,210.78,100.0,500.0
000739.SZ,20230323,20230331,预增,40.05,61.09,21300.0,24500.0
688573.SH,20230323,20221231,略增,10.38,10.38,6673.0,6673.0
002308.SZ,20230324,20221231,扭亏,109.6,111.37,3800.0,4500.0
002951.SZ,20230324,20221231,首亏,-166.38,-164.5,-3700.0,-3600.0
300536.SZ,20230324,20221231,扭亏,4562.2936,5677.867,2000.0,2500.0
600835.SH,20230325,20231231,不确定,,,,
000757.SZ,20230325,20221231,首亏,-187.75,-166.97,-7600.0,-5800.0
600213.SH,20230325,20221231,首亏,-11201.7128,-7501.1419,-21000.0,-14000.0
600711.SH,20230325,20221231,首亏,-110.66,-105.82,-11000.0,-6000.0
301429.SZ,20230327,20230331,略增,6.97,6.97,1980.0,1980.0
600297.SH,20230328,20230331,略减,-22.02,-7.02,52000.0,62000.0
300699.SZ,20230328,20230331,略减,-23.0,-18.0,15978.0,17015.0
300138.SZ,20230328,20230331,略增,20.18,30.47,12850.0,13950.0
688507.SH,20230328,20230331,续亏,-430.64,-130.64,-1900.0,-1600.0
301357.SZ,20230328,20230331,略增,1.24,5.64,2300.0,2400.0
002521.SZ,20230328,20221231,预减,-95.16,-92.74,800.0,1200.0
300037.SZ,20230328,20230331,预减,-57.98,-48.2,21500.0,26500.0
301387.SZ,20230328,20230331,续盈,-14.34,8.33,2380.0,3010.0
688581.SH,20230328,20230331,略增,2.68,15.36,2880.0,3230.0
002472.SZ,20230329,20230331,略增,33.11,43.22,15800.0,17000.0
002278.SZ,20230329,20221231,首亏,-169.7994,-146.5329,-3000.0,-2000.0
002848.SZ,20230329,20221231,续亏,94.0,96.0,-750.0,-500.0
688352.SH,20230329,20230331,预减,-88.36,-81.89,900.0,1400.0
300796.SZ,20230329,20230331,预增,42.2,68.05,4400.0,5200.0
002536.SZ,20230330,20230331,预增,565.48,703.17,5800.0,7000.0
002908.SZ,20230330,20230331,预增,45.0,60.0,1448.0,1598.0
000637.SZ,20230331,20221231,首亏,-271.83,-215.77,-14100.0,-9500.0
000066.SZ,20230331,20221231,预减,-81.59,-76.57,11000.0,14000.0
002265.SZ,20230331,20221231,略减,-31.88,-14.85,20000.0,25000.0
000876.SZ,20230331,20221231,续亏,83.84,85.92,-155000.0,-135000.0
301141.SZ,20230331,20230331,预减,-54.26,-36.66,1300.0,1800.0
301307.SZ,20230331,20230331,略增,5.51,32.83,3862.0,4862.0
002617.SZ,20230331,20230331,扭亏,243.3,306.99,4500.0,6500.0
603808.SH,20230331,20221231,预减,-94.0,-92.0,1700.0,2500.0
600975.SH,20230331,20221231,续亏,72.8809,79.6607,-8000.0,-6000.0
301360.SZ,20230331,20230331,续亏,-65.42,-41.45,-690.0,-590.0
300535.SZ,20230331,20221231,预减,-92.71,-91.65,480.0,550.0
300480.SZ,20230331,20230331,略增,0.0,20.0,2016.0,2419.0
002113.SZ,20230401,20221231,续亏,25.7173,44.288,-24000.0,-18000.0
688091.SH,20230401,20230331,预增,72.39,88.65,5300.0,5800.0
300133.SZ,20230403,20230331,略增,10.55,31.61,12600.0,15000.0
300363.SZ,20230403,20230331,略减,-25.0,-10.0,28476.0,34281.0
300801.SZ,20230403,20230331,预减,-75.96,-70.35,3000.0,3700.0
300146.SZ,20230403,20230331,预增,35.0,55.0,89506.0,102766.0
300092.SZ,20230403,20230331,略增,30.32,36.24,4400.0,4600.0
002093.SZ,20230404,20230331,预增,143.84,213.51,3500.0,4500.0
002258.SZ,20230404,20230331,预减,-51.34,-47.6,26000.0,28000.0
300217.SZ,20230404,20230331,略增,0.42,29.85,5800.0,7500.0
688512.SH,20230404,20230331,续亏,0.17,12.69,-7834.0,-6851.0
600572.SH,20230405,20230331,预增,150.0,200.0,25385.0,30500.0
600242.SH,20230405,20221231,续亏,-31.3307,-10.1483,-62000.0,-52000.0
002580.SZ,20230406,20230331,预增,85.92,127.76,4000.0,4900.0
002518.SZ,20230406,20230331,预增,268.0,397.0,20000.0,27000.0
002612.SZ,20230406,20230331,预增,37737.84,56656.76,3500.0,5250.0
002123.SZ,20230406,20230331,扭亏,120.46,130.69,800.0,1200.0
002776.SZ,20230406,20221231,续亏,46.1504,56.2472,-80000.0,-65000.0
002426.SZ,20230406,20221231,首亏,-822.3719,-719.1759,-28000.0,-24000.0
002816.SZ,20230406,20221231,首亏,-777.8691,-582.0402,-9000.0,-6400.0
300389.SZ,20230406,20230331,预增,300.92,316.34,7800.0,8100.0
300627.SZ,20230406,20230331,略增,16.9,21.39,7800.0,8100.0
688552.SH,20230406,20230331,续亏,17.67,36.38,-2200.0,-1700.0
688593.SH,20230406,20230331,略减,-47.98,-23.52,1502.0,2208.0
300427.SZ,20230407,20230331,预增,33.72,61.25,3400.0,4100.0
600416.SH,20230407,20230331,预增,99.28,119.21,10000.0,11000.0
600323.SH,20230407,20230331,预增,90.0,90.0,30200.0,30200.0
002087.SZ,20230407,20221231,首亏,-1489.24,-1387.09,-68000.0,-63000.0
688112.SH,20230407,20230331,预增,54.64,85.56,3100.0,3720.0
002056.SZ,20230407,20230331,预增,49.8,69.5,54800.0,62000.0
300719.SZ,20230407,20230331,扭亏,103.9907,107.9814,50.0,100.0
002233.SZ,20230408,20230331,预增,310.0,360.0,21579.0,24211.0
000928.SZ,20230408,20230331,预增,43.71,78.66,18500.0,23000.0
300452.SZ,20230408,20230331,预增,40.11,51.93,4741.0,5141.0
603122.SH,20230408,20230331,不确定,,,,
300443.SZ,20230410,20230331,预增,100.0,130.0,9213.0,10595.0
300012.SZ,20230410,20230331,略增,18.0,22.0,14200.0,14600.0
301207.SZ,20230410,20230331,扭亏,10218.8375,11042.4638,8600.0,9300.0
300861.SZ,20230410,20230331,略增,29.99,40.53,37000.0,40000.0
300592.SZ,20230410,20230331,预增,117.45,169.29,7550.0,9350.0
300109.SZ,20230410,20230331,预增,268.04,329.38,12000.0,14000.0
300110.SZ,20230410,20230331,预增,39.78,79.72,3500.0,4500.0
300014.SZ,20230410,20230331,预增,100.0,120.0,104234.0,114657.0
300073.SZ,20230410,20230331,略增,3.36,16.28,40000.0,45000.0
605077.SH,20230410,20230331,预增,73.0,88.91,8700.0,9500.0
603136.SH,20230410,20230331,扭亏,183.7587,197.7185,1800.0,2100.0
603529.SH,20230410,20230331,预增,50.0,50.0,47775.0,47775.0
688097.SH,20230410,20230331,预增,345.21,412.14,4590.0,5280.0
688561.SH,20230410,20230331,不确定,,,,
603456.SH,20230410,20221231,略增,43.0,48.0,,
603456.SH,20230410,20230331,略增,33.0,38.0,,
002605.SZ,20230410,20230331,预增,96.07,117.85,18000.0,20000.0
300610.SZ,20230410,20230331,预减,-65.0,-55.0,1446.0,1859.0
300294.SZ,20230410,20230331,预增,60.0,70.0,16568.0,17604.0
300160.SZ,20230410,20230331,略增,2.0,17.0,6100.0,7000.0
688576.SH,20230410,20230331,预增,48.008,86.7311,1720.0,2170.0
688623.SH,20230410,20230331,预增,83.77,114.05,2424.0,2824.0
600438.SH,20230410,20230331,预增,60.0,68.0,830000.0,870000.0
603877.SH,20230410,20230331,略增,14.0,14.0,21600.0,21600.0
600566.SH,20230410,20230331,略增,17.0,17.0,68000.0,68000.0
688631.SH,20230410,20230331,续亏,9.07,28.68,-3710.0,-2910.0
688629.SH,20230410,20230331,预增,,,,
600298.SH,20230411,20230331,略增,10.0,18.0,34379.0,36879.0
002829.SZ,20230411,20230331,扭亏,306.3,342.71,1700.0,2000.0
300982.SZ,20230411,20230331,预增,74.13,116.77,7350.0,9150.0
002489.SZ,20230411,20230331,预增,185.0,230.0,39090.0,45262.0
000539.SZ,20230411,20230331,扭亏,117.8297,122.2871,8000.0,10000.0
603032.SH,20230411,20230331,预增,88.97,108.25,9800.0,10800.0
601231.SH,20230411,20230331,不确定,,,,
601966.SH,20230411,20230331,扭亏,318.0,339.0,20000.0,22000.0
688071.SH,20230411,20230331,扭亏,395.6879,455.9206,1080.0,1300.0
688589.SH,20230411,20230331,预增,52.13,66.97,2050.0,2250.0
605117.SH,20230411,20230331,预增,316.27,369.24,55000.0,62000.0
000715.SZ,20230411,20230331,略增,15.93,36.54,2250.0,2650.0
002007.SZ,20230411,20230331,预增,40.0,60.0,32741.0,37419.0
601919.SH,20230411,20230331,预减,-74.91,-74.91,693300.0,693300.0
600794.SH,20230411,20230331,预增,53.11,78.63,6000.0,7000.0
600809.SH,20230411,20230331,略增,20.0,20.0,445200.0,445200.0
600211.SH,20230411,20230331,预增,73.43,73.43,30293.0,30293.0
002725.SZ,20230411,20221231,预减,-71.67,-57.51,200.0,300.0
600141.SH,20230411,20230331,预减,-75.0,-73.83,43000.0,45000.0
688777.SH,20230411,20230331,预增,41.93,58.63,8500.0,9500.0
300628.SZ,20230411,20230331,略减,-16.0,-11.0,40889.0,43323.0
300711.SZ,20230411,20230331,续亏,74.5715,84.7429,-100.0,-60.0
300533.SZ,20230411,20230331,略减,-23.59,-1.5,16600.0,21400.0
300942.SZ,20230411,20221231,预减,-67.02,-62.79,7800.0,8800.0
301158.SZ,20230411,20230331,预增,660.55,719.05,1300.0,1400.0
600750.SH,20230412,20230331,略增,31.0,31.0,24000.0,24000.0
000557.SZ,20230412,20230331,略增,9.34,9.34,7757.0,7757.0
300225.SZ,20230412,20230331,续亏,85.4971,88.5504,-380.0,-300.0
603613.SH,20230412,20230331,预增,70.03,71.45,26380.0,26600.0
600971.SH,20230412,20230331,预增,57.98,57.98,60800.0,60800.0
601698.SH,20230412,20221231,预增,61.0,61.0,92200.0,92200.0
601958.SH,20230412,20230331,预增,173.0,227.0,75000.0,90000.0
600644.SH,20230412,20230331,首亏,-137.271,-137.271,-997.0,-997.0
300881.SZ,20230412,20230331,预增,45.18,60.46,1900.0,2100.0
600405.SH,20230412,20221231,续亏,86.66,92.7,-1900.0,-1040.0
600098.SH,20230412,20230331,预增,53.0,64.0,39000.0,42000.0
002053.SZ,20230412,20230331,略增,30.65,43.87,16800.0,18500.0
002733.SZ,20230412,20230331,预增,113.44,198.82,2500.0,3500.0
000531.SZ,20230412,20230331,扭亏,208.23,261.35,5500.0,8200.0
688698.SH,20230412,20230331,略增,35.0,45.0,4043.0,4343.0
000570.SZ,20230412,20230331,扭亏,164.335,180.4187,2000.0,2500.0
300600.SZ,20230412,20221231,续亏,99.79,99.87,-55.0,-35.0
688249.SH,20230412,20230331,首亏,-127.15,-120.89,-35498.0,-27313.0
300879.SZ,20230412,20221231,预减,-81.99,-72.98,1000.0,1500.0
300417.SZ,20230412,20221231,首亏,-385.8356,-345.002,-3500.0,-3000.0
601678.SH,20230412,20230331,预减,-80.63,-80.63,7173.0,7173.0
688281.SH,20230412,20230331,略增,49.11,49.11,8841.0,8841.0
688439.SH,20230412,20230331,预增,38.59,50.14,12000.0,13000.0
600717.SH,20230412,20230331,预增,92.12,122.86,25000.0,29000.0
605499.SH,20230412,20230331,略增,39.88,44.2,48209.0,49700.0
002929.SZ,20230412,20230331,略增,30.0,50.0,13300.0,15400.0
603058.SH,20230412,20230331,扭亏,215.6963,232.2243,2800.0,3200.0
000524.SZ,20230412,20230331,扭亏,109.88,113.17,750.0,1000.0
605168.SH,20230412,20230331,预增,126.14,146.1,13600.0,14800.0
002353.SZ,20230412,20230331,预增,50.0,90.0,32711.0,41434.0
300838.SZ,20230412,20230331,略增,38.47,49.55,2500.0,2700.0
300926.SZ,20230412,20230331,预增,80.0,110.0,3167.0,3695.0
301039.SZ,20230412,20230331,预增,239.0,314.0,42201.0,51580.0
300322.SZ,20230412,20221231,首亏,-294.266,-271.2883,-9300.0,-8200.0
688523.SH,20230412,20230331,续亏,97.23,97.23,-30.0,-30.0
605365.SH,20230413,20230331,预减,-67.56,-60.35,3092.0,3779.0
603787.SH,20230413,20230331,预增,75.0,112.0,3750.0,4550.0
002284.SZ,20230413,20230331,预增,51.14,67.94,3600.0,4000.0
603617.SH,20230413,20221231,略减,-49.0,-24.0,4700.0,7000.0
601611.SH,20230413,20230331,不确定,,,,
603662.SH,20230413,20230331,预增,38.89,69.77,4857.0,5937.0
000537.SZ,20230413,20230331,预增,73.25,73.25,23460.0,23460.0
002243.SZ,20230413,20230331,预增,40.71,57.94,4900.0,5500.0
002611.SZ,20230413,20230331,预增,95.0,129.0,7250.0,8500.0
002803.SZ,20230413,20230331,预增,51.63,63.3,6500.0,7000.0
002033.SZ,20230413,20230331,扭亏,276.82,312.18,5000.0,6000.0
600547.SH,20230413,20230331,略增,27.0,43.0,40000.0,45000.0
605198.SH,20230413,20230331,预增,80.0,100.0,5840.0,6460.0
002334.SZ,20230413,20230331,预增,2678.0,3331.0,8500.0,10500.0
600728.SH,20230413,20230331,预增,3407.83,3677.66,130000.0,140000.0
000931.SZ,20230413,20221231,续亏,56.11,64.89,-5000.0,-4000.0
000423.SZ,20230413,20230331,预增,92.0,114.0,22000.0,24500.0
301293.SZ,20230413,20230331,略增,28.85,28.85,1859.0,1859.0
000591.SZ,20230413,20230331,预增,41.48,56.78,37000.0,41000.0
300246.SZ,20230413,20221231,预减,-73.35,-60.81,1700.0,2500.0
688429.SH,20230413,20230331,预增,157.42,172.57,5100.0,5400.0
688638.SH,20230413,20230331,续亏,-18.18,18.18,-650.0,-450.0
688610.SH,20230413,20230331,预减,-94.11,-76.45,100.0,400.0
600683.SH,20230414,20230331,预增,81.81,81.81,12370.0,12370.0
601766.SH,20230414,20230331,预增,165.0,195.0,58200.0,64800.0
603517.SH,20230414,20230331,预增,43.71,54.94,12800.0,13800.0
300260.SZ,20230414,20230331,略减,-43.61,-18.54,4500.0,6500.0
300403.SZ,20230414,20230331,略增,5.0,15.0,4691.0,5137.0
000729.SZ,20230414,20230331,预增,7076.76,7539.77,6200.0,6600.0
000409.SZ,20230414,20230331,预增,804.83,804.83,2356.0,2356.0
002129.SZ,20230414,20230331,预增,68.0,83.0,220000.0,240000.0
002817.SZ,20230414,20230331,预增,40.0,55.0,1956.0,2165.0
002533.SZ,20230414,20230331,预增,47.61,61.03,11000.0,12000.0
000982.SZ,20230414,20230331,扭亏,228.86,248.69,650.0,750.0
000055.SZ,20230414,20230331,预增,40.0,70.0,6145.0,7462.0
600666.SH,20230414,20221231,扭亏,110.3493,114.4891,5000.0,7000.0
002371.SZ,20230414,20230331,预增,171.24,200.3,56000.0,62000.0
002422.SZ,20230414,20230331,预增,157.4,191.72,75000.0,85000.0
000972.SZ,20230414,20230331,扭亏,370.71,470.98,1350.0,1850.0
002324.SZ,20230414,20230331,预增,309.41,391.29,10000.0,12000.0
003017.SZ,20230414,20230331,预增,113.49,160.93,1800.0,2200.0
600023.SH,20230414,20230331,预增,43.54,75.44,90000.0,110000.0
600481.SH,20230414,20230331,预增,288.86,330.23,47000.0,52000.0
002730.SZ,20230414,20230331,预增,78.15,107.85,1800.0,2100.0
600505.SH,20230414,20230331,续亏,-66.02,-66.02,-3493.0,-3493.0
002535.SZ,20230414,20230331,预增,1438.24,2097.48,2100.0,3000.0
600710.SH,20230414,20230331,略增,17.54,17.54,25268.0,25268.0
002367.SZ,20230414,20230331,预增,120.0,150.0,8116.0,9223.0
002126.SZ,20230414,20230331,预增,70.83,85.07,12000.0,13000.0
002262.SZ,20230414,20230630,略增,10.0,30.0,49225.0,58175.0
002149.SZ,20230414,20230331,预增,42.59,90.11,3000.0,4000.0
002986.SZ,20230414,20230331,略增,26.31,45.26,10000.0,11500.0
300703.SZ,20230414,20230331,首亏,-372.6011,-310.6463,-1100.0,-850.0
300779.SZ,20230414,20230331,扭亏,688.4606,864.4334,3227.0,4192.0
300322.SZ,20230414,20230331,首亏,-1015.3821,-832.3057,-2500.0,-2000.0
300623.SZ,20230414,20230331,预减,-75.0,-65.0,2509.0,3513.0
300782.SZ,20230414,20230331,预减,-79.1,-74.09,9600.0,11900.0
300818.SZ,20230414,20230331,首亏,-123.4619,-120.1102,-1400.0,-1200.0
301168.SZ,20230414,20230331,预增,111.31,177.35,3200.0,4200.0
300485.SZ,20230414,20230331,预减,-100.0,-90.0,0.0,1065.0
